First row before header,,,,,,,,,,,
Second row before header,,,,,,,,,,,
Third row before header,,,,,,,,,,,
OrderID,Quantity,UnitPrice(USD),Status,OrderDate,Product_Category,Sales_Manager,Shipping_Cost(USD),Delivery_Time(Days),Shipping_Address,Product_Code,OrderCode
4.02E+18,62,176,Not Delivered,10/29/2021,Office,Anthony,21,22,Germany,O-101,444998
2.49E+18,52,243,Shipped,9/16/2021,Office,Kristen,21,18,Germany,O-630,444555
2.00E+18,50,197,Delivered,8/27/2021,Home,Sofia,30,15,Germany,H-630,444335
4.50E+18,79,131,Delivered,8/18/2021,Entertainment,Anthony,22,10,Singapore,ENT-203,444226
1.83E+18,57,246,Not Delivered,10/18/2021,Entertainment,Kristen,23,23,Singapore,ENT-188,444887
2.76E+18,40,198,Not Delivered,10/20/2021,Fashion,Abdul,33,15,Germany,F-901,444889
2.80E+18,73,136,Shipped,11/24/2021,Entertainment,Abdul,24,17,Singapore,ENT-188,445224
1.51E+18,47,197,Delivered,11/16/2021,Office,Pablo,21,11,Singapore,O-203,445116
3.08E+18,92,201,Shipped,10/2/2021,Office,John,27,24,Kenya,O-203,444771
3.69E+18,7,156,Not Delivered,11/1/2021,Entertainment,Stella,34,23,Kenya,ENT-203,445001
2.22E+18,85,155,Delivered,10/13/2021,Entertainment,Pablo,28,19,Singapore,ENT-101,444882
2.90E+18,83,112,Shipped,8/20/2021,Entertainment,Stella,22,25,Italy,ENT-188,444228
3.23E+18,30,163,Not Delivered,12/24/2021,Entertainment,Maria,27,11,China,ENT-555,445554
3.70E+18,38,109,Not Shipped,11/24/2021,Home,Sofia,23,17,UK,H-555,445224
3.77E+18,21,163,Delivered,10/4/2021,Home,Anthony,28,22,Germany,H-630,444773
2.67E+18,18,239,Not Delivered,7/17/2021,Entertainment,Stella,21,13,USA,ENT-630,443994
3.46E+18,95,182,Not Shipped,11/16/2021,Healthcare,John,28,25,Singapore,HC-203,445116
2.20E+18,35,219,Not Delivered,7/30/2021,Office,Stella,24,,Kenya,O-630,444007
4.83E+18,48,230,Delivered,9/6/2021,Fashion,Maria,29,19,Italy,F-188,444445
2.58E+18,51,121,Not Delivered,10/19/2021,Fashion,Abdul,30,12,UK,F-630,444888
3.99E+18,84,160,Delivered,8/8/2021,Fashion,Pablo,26,14,USA,F-188,444116
1.71E+18,59,168,Not Delivered,10/1/2021,Entertainment,Kristen,32,19,China,ENT-901,444770
3.74E+18,87,136,Not Shipped,9/14/2021,Office,Kristen,20,20,Kenya,O-901,444553
4.48E+18,88,106,Not Shipped,10/24/2021,Home,Emma,29,20,Singapore,H-203,444993
3.73E+18,45,122,Shipped,7/4/2021,Healthcare,Emma,30,15,UK,HC-901,443881
3.93E+18,57,187,Shipped,12/18/2021,Fashion,Maria,34,25,India,F-203,445448
1.88E+18,73,148,Not Delivered,9/13/2021,Healthcare,Anthony,30,17,USA,HC-101,444552
3.79E+18,48,230,Not Shipped,10/4/2021,Healthcare,Kristen,21,17,USA,HC-901,444773
2.71E+18,90,148,Shipped,8/28/2021,Healthcare,Abdul,30,17,Kenya,HC-188,444336
3.98E+18,32,153,Not Shipped,11/7/2021,Healthcare,John,24,24,UK,HC-555,445007
3.13E+18,83,140,Delivered,12/22/2021,Entertainment,Anthony,30,23,Italy,ENT-630,445552
5.03E+18,79,135,Shipped,8/11/2021,Home,Kristen,22,21,India,H-101,444119
1.31E+18,85,208,Not Delivered,7/11/2021,Home,Jacob,20,11,UK,H-203,443888
1.44E+18,10,200,Not Delivered,7/30/2021,Entertainment,Sofia,24,15,Singapore,ENT-555,444007
3.07E+18,60,120,Not Delivered,8/3/2021,Office,John,23,18,India,O-188,444111
3.01E+18,81,226,Shipped,7/15/2021,Healthcare,Sofia,22,19,Italy,HC-901,443992
3.06E+18,35,167,Not Shipped,11/25/2021,Home,Abdul,34,25,Germany,H-555,445225
3.21E+18,19,197,Delivered,9/10/2021,Office,Stella,30,18,Italy,O-630,444449
4.04E+18,93,197,Not Delivered,9/7/2021,Office,John,20,13,India,O-630,444446
4.23E+18,90,126,Not Delivered,12/10/2021,Fashion,Maria,30,18,Kenya,F-203,445440
1.46E+18,95,227,Shipped,10/26/2021,Healthcare,Sofia,30,18,UK,HC-901,444995
4.83E+18,76,133,Shipped,7/17/2021,Home,Emma,22,17,Germany,H-901,443994
1.36E+18,73,154,Not Shipped,7/16/2021,Home,Emma,33,15,India,H-203,443993
4.76E+18,20,190,Delivered,12/4/2021,Entertainment,Maria,28,16,China,ENT-555,445334
1.27E+18,8,234,Delivered,9/16/2021,Healthcare,Abdul,32,21,UK,HC-901,444555
3.56E+18,57,111,Not Delivered,11/25/2021,Entertainment,Abdul,26,24,Kenya,ENT-555,445225
2.41E+18,17,235,Shipped,11/1/2021,Home,Jacob,35,21,USA,H-630,445001
2.37E+18,48,159,Not Shipped,8/8/2021,Fashion,John,24,20,USA,F-203,444116
3.28E+18,48,243,Shipped,10/20/2021,Entertainment,Pablo,30,15,USA,ENT-630,444889
2.86E+18,80,235,Shipped,9/19/2021,Healthcare,Pablo,26,21,India,HC-901,444558
2.89E+18,52,134,Delivered,7/16/2021,Entertainment,Abdul,29,20,China,ENT-188,443993
1.45E+18,49,230,Not Shipped,10/24/2021,Home,Jacob,34,15,India,H-101,444993
1.06E+18,75,172,Not Shipped,10/3/2021,Entertainment,Pablo,24,22,China,ENT-555,444772
2.70E+18,27,228,Delivered,11/2/2021,Fashion,Pablo,27,13,UK,F-203,445002
1.60E+18,2,170,Shipped,10/12/2021,Entertainment,Pablo,29,22,Italy,ENT-555,444881
3.89E+18,18,123,Shipped,11/13/2021,Fashion,Abdul,20,24,UK,F-188,445113
4.67E+18,53,129,Delivered,11/11/2021,Home,Jacob,28,10,China,H-630,445111
3.33E+18,18,223,Shipped,12/12/2021,Office,John,34,23,Germany,O-203,445442
2.65E+18,91,118,Delivered,12/18/2021,Healthcare,Abdul,29,23,Singapore,HC-901,445448
1.11E+18,19,144,Not Shipped,10/26/2021,Fashion,Pablo,27,12,UK,F-101,444995
2.49E+18,39,246,Delivered,7/10/2021,Entertainment,John,31,25,China,ENT-203,443887
3.90E+18,87,168,Delivered,8/11/2021,Healthcare,Abdul,26,24,Germany,HC-555,444119
2.17E+18,47,218,Not Shipped,12/12/2021,Fashion,John,28,16,Italy,F-630,445442
3.34E+18,40,243,Not Shipped,10/29/2021,Healthcare,Jacob,33,17,Italy,HC-555,444998
2.75E+18,50,199,Shipped,8/8/2021,Home,Emma,27,19,Singapore,H-555,444116
1.07E+18,50,121,Delivered,7/31/2021,Office,Sofia,32,23,Singapore,O-203,444008
1.85E+18,91,183,Delivered,10/10/2021,Office,Anthony,32,20,UK,O-203,444779
1.43E+18,70,201,Delivered,9/13/2021,Healthcare,Emma,35,25,Italy,HC-101,444552
2.97E+18,49,234,Not Shipped,11/1/2021,Healthcare,John,31,21,Italy,HC-203,445001
4.79E+18,36,240,Not Shipped,10/24/2021,Fashion,John,31,23,Kenya,F-203,444993
2.62E+18,2,107,Not Shipped,10/4/2021,Healthcare,Jacob,27,10,USA,HC-188,444773
4.54E+18,36,236,Shipped,7/28/2021,Fashion,Abdul,25,14,Italy,F-101,444005
3.15E+18,90,163,Shipped,11/2/2021,Healthcare,Sofia,31,22,Singapore,HC-630,445002
3.94E+18,29,229,Not Shipped,7/10/2021,Office,Emma,29,13,Singapore,O-101,443887
1.44E+18,65,213,Delivered,10/29/2021,Fashion,Jacob,22,17,Kenya,F-630,444998
2.41E+18,65,158,Not Shipped,10/24/2021,Home,Kristen,22,17,Kenya,H-101,444993
3.82E+18,52,203,Shipped,9/2/2021,Entertainment,Kristen,33,10,Germany,ENT-630,444441
2.01E+18,48,201,Delivered,7/15/2021,Office,Maria,30,10,Kenya,O-188,443992
3.41E+18,50,124,Delivered,11/28/2021,Office,Abdul,30,23,UK,O-901,445228
3.73E+18,25,112,Not Delivered,7/12/2021,Home,Maria,34,21,India,H-203,443889
4.77E+18,59,186,Not Delivered,12/30/2021,,Kristen,28,15,USA,HC-101,445660
3.19E+18,78,215,Shipped,11/25/2021,Entertainment,Sofia,29,19,India,ENT-630,445225
2.75E+18,20,135,Delivered,11/27/2021,Office,Stella,27,12,China,O-203,445227
5.01E+18,23,218,Not Delivered,8/11/2021,Office,Abdul,23,25,China,O-101,444119
1.73E+18,9,235,Shipped,12/8/2021,Office,John,35,23,India,O-901,445338
3.97E+18,99,154,Shipped,7/3/2021,Entertainment,Jacob,21,17,India,ENT-630,443880
4.51E+18,21,114,Not Delivered,10/4/2021,Healthcare,Abdul,20,12,Kenya,HC-101,444773
2.31E+18,37,195,Delivered,10/4/2021,Office,Kristen,26,11,Kenya,O-101,444773
4.31E+18,41,100,Shipped,7/11/2021,Home,Maria,26,22,Singapore,H-188,443888
4.99E+18,75,160,Not Delivered,12/9/2021,Home,Abdul,20,17,USA,H-630,445339
2.34E+18,27,137,Shipped,10/12/2021,Office,Anthony,27,21,Italy,O-555,444881
3.26E+18,64,155,Not Shipped,9/20/2021,Home,Anthony,25,21,Italy,H-188,444559
2.66E+18,99,121,Delivered,10/25/2021,Home,Emma,31,12,USA,H-101,444994
3.43E+18,70,121,Not Delivered,7/7/2021,Fashion,John,28,13,UK,F-901,443884
4.96E+18,6,101,Shipped,10/12/2021,Healthcare,Emma,31,18,Singapore,HC-630,444881
1.66E+18,16,111,Not Delivered,8/14/2021,Home,Anthony,34,11,Singapore,H-555,444222
2.65E+18,86,132,Delivered,9/16/2021,Healthcare,John,21,21,UK,HC-630,444555
2.73E+18,34,195,Delivered,12/18/2021,Fashion,Anthony,26,13,Singapore,F-101,445448
3.12E+18,84,218,Delivered,10/7/2021,Fashion,Abdul,33,22,Italy,F-188,444776
3.94E+18,58,101,Shipped,9/18/2021,Entertainment,Maria,35,14,USA,ENT-188,444557
1.15E+18,89,140,Not Delivered,7/15/2021,Fashion,Stella,23,15,China,F-901,443992
2.39E+18,35,149,Not Delivered,10/10/2021,Healthcare,Maria,28,18,Singapore,HC-203,444779
2.23E+18,37,104,Delivered,8/27/2021,Entertainment,John,30,12,USA,ENT-203,444335
4.08E+18,38,199,Not Shipped,10/12/2021,Healthcare,Pablo,26,22,USA,HC-630,444881
3.39E+18,55,125,Not Shipped,7/8/2021,Entertainment,Emma,29,15,China,ENT-188,443885
2.73E+18,29,130,Not Shipped,10/26/2021,Home,John,25,22,Germany,H-901,444995
1.91E+18,19,159,Not Shipped,10/7/2021,Entertainment,Abdul,25,18,UK,ENT-555,444776
4.54E+18,21,124,Shipped,11/21/2021,Office,Abdul,24,14,China,O-555,445221
1.57E+18,18,174,Not Delivered,9/14/2021,Office,Kristen,32,12,Singapore,O-901,444553
3.10E+18,29,163,Not Shipped,12/21/2021,Home,Anthony,26,13,Italy,H-630,445551
4.71E+18,34,167,Not Delivered,7/31/2021,Home,Anthony,21,23,Germany,H-555,444008
1.04E+18,98,192,Shipped,9/2/2021,Office,John,21,10,China,O-203,444441
1.85E+18,5,168,Delivered,9/2/2021,Office,Maria,28,12,USA,O-101,444441
3.21E+18,16,235,Not Shipped,9/20/2021,Fashion,Sofia,33,22,Germany,F-101,444559
2.64E+18,78,200,Delivered,7/16/2021,Fashion,Anthony,23,20,Singapore,F-555,443993
1.92E+18,3,147,Delivered,12/24/2021,Office,Anthony,20,21,Italy,O-203,445554
2.93E+18,3,190,Not Shipped,10/11/2021,Office,Pablo,21,20,China,O-555,444880
3.03E+18,3,151,Shipped,8/14/2021,Entertainment,Jacob,24,13,India,ENT-203,444222
1.73E+18,76,185,Delivered,12/30/2021,Entertainment,Sofia,25,12,Kenya,ENT-555,445660
2.06E+18,62,235,Shipped,11/21/2021,Office,Stella,22,21,Kenya,O-555,445221
2.02E+18,91,162,Not Shipped,10/4/2021,Healthcare,Abdul,30,17,China,HC-188,444773
4.70E+18,10,181,Shipped,12/5/2021,Entertainment,John,27,22,Germany,ENT-101,445335
3.51E+18,87,102,Not Delivered,7/7/2021,Fashion,Maria,22,10,Kenya,F-555,443884
2.77E+18,100,241,Not Shipped,12/18/2021,Office,Kristen,29,12,UK,O-555,445448
2.44E+18,36,225,Delivered,10/3/2021,Healthcare,Anthony,34,25,Italy,HC-901,444772
1.59E+18,12,155,Not Delivered,11/24/2021,Office,Pablo,33,17,UK,O-901,445224
1.86E+18,3,130,Shipped,10/20/2021,Healthcare,John,28,18,India,HC-203,444889
4.75E+18,38,218,Shipped,7/7/2021,Office,John,20,19,China,O-555,443884
3.51E+18,88,153,Shipped,9/19/2021,Home,Kristen,28,14,Singapore,H-630,444558
1.69E+18,35,164,Not Delivered,10/1/2021,Office,Jacob,21,21,India,O-901,444770
3.48E+18,96,211,Delivered,10/25/2021,Healthcare,Kristen,32,12,Singapore,HC-188,444994
2.28E+18,18,147,Not Delivered,7/6/2021,Office,Stella,28,13,Italy,O-555,443883
4.20E+18,21,125,Not Delivered,7/4/2021,Entertainment,Jacob,27,19,UK,ENT-188,443881
1.45E+18,45,171,Not Shipped,7/16/2021,Entertainment,Maria,30,22,China,ENT-630,443993
4.97E+18,96,215,Not Delivered,10/29/2021,Office,Sofia,25,12,China,O-101,444998
3.00E+18,9,113,Not Shipped,8/8/2021,Office,Maria,30,17,Singapore,O-630,444116
3.67E+18,2,184,Shipped,12/6/2021,Entertainment,Anthony,28,22,USA,ENT-630,445336
3.77E+18,29,161,Delivered,8/26/2021,Fashion,Sofia,30,22,UK,F-101,444334
1.38E+18,87,123,Shipped,10/17/2021,Fashion,Pablo,20,16,Kenya,F-203,444886
4.32E+18,76,157,Not Shipped,7/4/2021,Home,Emma,29,19,USA,H-101,443881
3.28E+18,57,217,Not Delivered,11/7/2021,Fashion,John,24,22,Kenya,F-901,445007
1.06E+18,24,134,Delivered,9/7/2021,Healthcare,Maria,23,12,China,HC-555,444446
1.45E+18,91,226,Not Shipped,12/26/2021,Home,Kristen,21,25,India,H-203,445556
1.06E+18,53,117,Not Delivered,10/3/2021,Fashion,John,27,13,Singapore,F-555,444772
1.58E+18,82,126,Not Shipped,12/13/2021,Home,John,32,17,Kenya,H-555,445443
1.61E+18,14,154,Not Delivered,12/8/2021,Fashion,Anthony,26,15,India,F-901,445338
1.70E+18,10,126,Not Delivered,12/8/2021,Home,John,30,17,UK,H-630,445338
3.30E+18,91,210,Not Delivered,7/5/2021,Office,Pablo,25,16,India,O-203,443882
3.96E+18,99,109,Delivered,8/26/2021,Fashion,Abdul,35,23,Kenya,F-101,444334
5.03E+18,79,180,Delivered,7/12/2021,Healthcare,Anthony,29,14,USA,HC-901,443889
2.45E+18,82,162,Not Shipped,7/7/2021,Healthcare,Abdul,31,10,Kenya,HC-630,443884
3.99E+18,43,148,Shipped,7/11/2021,Home,Jacob,24,10,USA,H-630,443888
2.85E+18,34,108,Shipped,11/27/2021,Fashion,Abdul,23,21,Germany,F-555,445227
3.16E+18,69,118,Not Shipped,9/30/2021,Healthcare,John,27,12,Germany,HC-901,444669
5.04E+18,53,217,Shipped,11/2/2021,Entertainment,Kristen,25,19,India,ENT-901,445002
4.34E+18,42,128,Shipped,12/2/2021,Healthcare,Jacob,30,12,Singapore,HC-188,445332
3.34E+18,58,174,Not Delivered,11/13/2021,Healthcare,Maria,27,22,India,HC-203,445113
1.79E+18,30,181,Shipped,9/27/2021,Entertainment,John,28,15,China,ENT-101,444666
3.74E+18,30,113,Delivered,9/19/2021,Fashion,Maria,20,24,USA,F-555,444558
2.72E+18,94,170,Shipped,10/12/2021,Entertainment,Stella,32,18,China,ENT-901,444881
1.88E+18,67,217,Delivered,9/2/2021,Home,Stella,22,17,India,H-901,444441
2.91E+18,72,243,Not Delivered,12/10/2021,Healthcare,Anthony,35,25,USA,HC-203,445440
2.35E+18,33,118,Not Shipped,7/12/2021,Entertainment,Jacob,23,21,India,ENT-101,443889
3.97E+18,92,147,Not Shipped,9/2/2021,Healthcare,Kristen,21,14,Singapore,HC-901,444441
4.16E+18,89,199,Not Delivered,10/1/2021,Fashion,Emma,32,18,USA,F-630,444770
4.33E+18,26,175,Not Delivered,7/16/2021,Fashion,John,27,17,UK,F-101,443993
2.65E+18,42,152,Not Shipped,12/2/2021,Office,Pablo,20,19,Germany,O-901,445332
4.13E+18,98,170,Shipped,10/13/2021,Home,Pablo,34,16,Germany,H-901,444882
2.60E+18,47,115,Not Delivered,10/4/2021,Office,Sofia,28,19,China,O-203,444773
2.22E+18,76,174,Not Shipped,8/24/2021,Entertainment,Sofia,28,17,USA,ENT-188,444332
2.59E+18,80,233,Not Delivered,10/29/2021,Entertainment,Abdul,20,10,Singapore,ENT-555,444998
3.18E+18,31,171,Not Delivered,12/2/2021,Entertainment,Kristen,29,10,India,ENT-901,445332
1.08E+18,84,187,Not Delivered,8/28/2021,Home,Abdul,35,19,Italy,H-630,444336
4.98E+18,62,182,Not Shipped,11/25/2021,Fashion,Sofia,24,21,Kenya,F-101,445225
3.72E+18,89,164,Delivered,11/20/2021,Entertainment,Emma,33,12,Kenya,ENT-101,445220
4.40E+18,39,250,Delivered,10/29/2021,Home,Pablo,34,11,UK,H-188,444998
4.67E+18,9,163,Not Shipped,11/16/2021,Entertainment,John,26,21,Singapore,ENT-901,445116
4.14E+18,28,227,Not Shipped,9/6/2021,Entertainment,Stella,27,10,USA,ENT-555,444445
3.04E+18,39,182,Not Shipped,12/18/2021,Home,Maria,28,21,Kenya,H-101,445448
4.89E+18,70,183,Delivered,10/25/2021,Home,Sofia,31,24,USA,H-901,444994
4.88E+18,63,213,Not Shipped,7/22/2021,Entertainment,Anthony,28,15,Italy,ENT-630,443999
1.83E+18,74,231,Not Delivered,10/26/2021,Home,Abdul,22,20,USA,H-101,444995
4.60E+18,74,186,Not Shipped,7/30/2021,Office,Maria,29,12,India,O-101,444007
4.64E+18,31,240,Not Delivered,11/23/2021,Home,Emma,22,20,Kenya,H-901,445223
4.50E+18,89,218,Delivered,7/16/2021,Healthcare,John,23,15,India,HC-101,443993
4.11E+18,24,142,Not Shipped,9/20/2021,Fashion,John,31,10,India,F-630,444559
2.63E+18,47,224,Not Delivered,7/7/2021,Entertainment,Emma,26,22,UK,ENT-555,443884
3.95E+18,92,146,Delivered,12/29/2021,Home,Maria,28,19,USA,H-630,445559
3.64E+18,92,123,Not Shipped,7/31/2021,Home,Maria,28,23,Italy,H-101,444008
4.21E+18,23,195,Shipped,11/28/2021,Home,John,27,25,USA,H-555,445228
4.70E+18,81,178,Not Delivered,7/11/2021,Healthcare,Stella,34,17,Singapore,HC-630,443888
2.93E+18,15,147,Not Shipped,12/2/2021,Home,Sofia,33,11,UK,H-188,445332
2.70E+18,9,152,Delivered,7/14/2021,Healthcare,John,23,14,Kenya,HC-101,443991
3.19E+18,93,193,Not Delivered,9/7/2021,Home,Kristen,21,14,USA,H-630,444446
4.58E+18,74,182,Not Delivered,8/26/2021,Fashion,Emma,23,19,USA,F-630,444334
3.56E+18,55,184,Not Shipped,9/12/2021,Fashion,Sofia,31,17,UK,F-630,444551
4.09E+18,15,217,Shipped,10/3/2021,Healthcare,Sofia,30,17,China,HC-188,444772
1.81E+18,46,121,Not Shipped,7/30/2021,Office,Anthony,20,23,China,O-630,444007
2.42E+18,26,193,Not Shipped,10/20/2021,Office,Sofia,29,24,UK,O-630,444889
3.40E+18,65,182,Delivered,11/7/2021,Office,John,20,21,Kenya,O-555,445007
3.93E+18,89,102,Not Shipped,11/23/2021,Office,Jacob,21,15,USA,O-203,445223
1.22E+18,77,245,Not Shipped,12/12/2021,Healthcare,Stella,24,13,Kenya,HC-630,445442
3.29E+18,66,140,Delivered,12/18/2021,Healthcare,Maria,22,17,Singapore,HC-203,445448
2.87E+18,80,170,Shipped,7/29/2021,Healthcare,Emma,32,17,USA,HC-630,444006
2.28E+18,37,212,Delivered,12/18/2021,Fashion,Pablo,28,10,Kenya,F-901,445448
2.51E+18,30,188,Shipped,9/27/2021,Healthcare,Maria,27,24,Italy,HC-630,444666
3.78E+18,93,173,Not Shipped,10/17/2021,Fashion,Stella,20,10,UK,F-630,444886
4.33E+18,35,141,Shipped,10/12/2021,Healthcare,Jacob,35,20,Italy,HC-101,444881
1.19E+18,57,115,Shipped,10/26/2021,Home,Emma,22,23,UK,H-555,444995
1.22E+18,14,229,Not Shipped,11/13/2021,,Abdul,34,11,UK,F-203,445113
4.09E+18,71,131,Not Delivered,8/27/2021,Healthcare,John,22,14,Singapore,HC-901,444335
4.45E+18,39,213,Shipped,10/6/2021,Healthcare,Maria,28,25,Singapore,HC-901,444775
2.78E+18,4,236,Delivered,7/30/2021,Fashion,Pablo,24,18,Italy,F-901,444007
1.63E+18,98,234,Not Shipped,7/28/2021,Fashion,John,29,20,China,F-203,444005
1.81E+18,94,165,Delivered,11/16/2021,Entertainment,Anthony,26,18,UK,ENT-203,445116
2.54E+18,71,240,Not Delivered,8/24/2021,Fashion,Sofia,28,12,India,F-101,444332
2.52E+18,72,150,Shipped,9/20/2021,Entertainment,Sofia,31,14,Italy,ENT-203,444559
4.05E+18,41,225,Shipped,10/10/2021,Healthcare,Abdul,34,14,China,HC-101,444779
3.37E+18,60,207,Not Delivered,10/14/2021,Healthcare,John,20,16,Italy,HC-630,444883
3.88E+18,27,113,Not Shipped,9/10/2021,Home,Emma,22,24,India,H-901,444449
1.04E+18,51,102,Not Delivered,8/29/2021,Home,John,22,23,Kenya,H-555,444337
4.99E+18,43,125,Not Shipped,7/31/2021,Healthcare,Jacob,26,23,China,HC-188,444008
1.33E+18,12,242,Shipped,9/6/2021,Fashion,John,25,16,China,F-901,444445
