OrderID,Quantity,UnitPrice(USD),Status,OrderDate,Product_Category,Sales_Manager,Shipping_Cost(USD),Delivery_Time(Days),Shipping_Address,Product_Code,OrderCode
3736410000999937364,87,136,Not Shipped,2021-09-14,Office,Kristen,20,20,Kenya,O-901,444553
4476810000999944768,88,106,Not Shipped,2021-10-24,Home,Emma,29,20,Singapore,H-203,444993
3726610000999937266,45,122,Shipped,2021-07-04,Healthcare,Emma,30,15,UK,HC-901,443881
3933610000999939336,57,187,Shipped,2021-12-18,Fashion,Maria,34,25,India,F-203,445448
1882410000999918824,73,148,Not Delivered,2021-09-13,Healthcare,Anthony,30,17,USA,HC-101,444552
3789210000999937892,48,230,Not Shipped,2021-10-04,Healthcare,Kristen,21,17,USA,HC-901,444773
2710610000999927106,90,148,Shipped,2021-08-28,Healthcare,Abdul,30,17,Kenya,HC-188,444336
3981710000999939817,32,153,Not Shipped,2021-11-07,Healthcare,John,24,24,UK,HC-555,445007
3126410000999931264,83,140,Delivered,2021-12-22,Entertainment,Anthony,30,23,Italy,ENT-630,445552
5027510000999950275,79,135,Shipped,2021-08-11,Home,Kristen,22,21,India,H-101,444119
1314010000999913140,85,208,Not Delivered,2021-07-11,Home,Jacob,20,11,UK,H-203,443888
1437510000999914375,10,200,Not Delivered,2021-07-30,Entertainment,Sofia,24,15,Singapore,ENT-555,444007
3070510000999930705,60,120,Not Delivered,2021-08-03,Office,John,23,18,India,O-188,444111
3008110000999930081,81,226,Shipped,2021-07-15,Healthcare,Sofia,22,19,Italy,HC-901,443992
3059610000999930596,35,167,Not Shipped,2021-11-25,Home,Abdul,34,25,Germany,H-555,445225
3206210000999932062,19,197,Delivered,2021-09-10,Office,Stella,30,18,Italy,O-630,444449
4040610000999940406,93,197,Not Delivered,2021-09-07,Office,John,20,13,India,O-630,444446
4230710000999942307,90,126,Not Delivered,2021-12-10,Fashion,Maria,30,18,Kenya,F-203,445440
1464410000999914644,95,227,Shipped,2021-10-26,Healthcare,Sofia,30,18,UK,HC-901,444995
4834610000999948346,76,133,Shipped,2021-07-17,Home,Emma,22,17,Germany,H-901,443994
1364410000999913644,73,154,Not Shipped,2021-07-16,Home,Emma,33,15,India,H-203,443993
4759110000999947591,20,190,Delivered,2021-12-04,Entertainment,Maria,28,16,China,ENT-555,445334
1267010000999912670,8,234,Delivered,2021-09-16,Healthcare,Abdul,32,21,UK,HC-901,444555
3562110000999935621,57,111,Not Delivered,2021-11-25,Entertainment,Abdul,26,24,Kenya,ENT-555,445225
2411010000999924110,17,235,Shipped,2021-11-01,Home,Jacob,35,21,USA,H-630,445001
2370210000999923702,48,159,Not Shipped,2021-08-08,Fashion,John,24,20,USA,F-203,444116
3281510000999932815,48,243,Shipped,2021-10-20,Entertainment,Pablo,30,15,USA,ENT-630,444889
2860110000999928601,80,235,Shipped,2021-09-19,Healthcare,Pablo,26,21,India,HC-901,444558
2889010000999928890,52,134,Delivered,2021-07-16,Entertainment,Abdul,29,20,China,ENT-188,443993
1453510000999914535,49,230,Not Shipped,2021-10-24,Home,Jacob,34,15,India,H-101,444993
1057110000999910571,75,172,Not Shipped,2021-10-03,Entertainment,Pablo,24,22,China,ENT-555,444772
2702010000999927020,27,228,Delivered,2021-11-02,Fashion,Pablo,27,13,UK,F-203,445002
1596310000999915963,2,170,Shipped,2021-10-12,Entertainment,Pablo,29,22,Italy,ENT-555,444881
3888310000999938883,18,123,Shipped,2021-11-13,Fashion,Abdul,20,24,UK,F-188,445113
4674210000999946742,53,129,Delivered,2021-11-11,Home,Jacob,28,10,China,H-630,445111
3333610000999933336,18,223,Shipped,2021-12-12,Office,John,34,23,Germany,O-203,445442
2648410000999926484,91,118,Delivered,2021-12-18,Healthcare,Abdul,29,23,Singapore,HC-901,445448
1111210000999911112,19,144,Not Shipped,2021-10-26,Fashion,Pablo,27,12,UK,F-101,444995
2491210000999924912,39,246,Delivered,2021-07-10,Entertainment,John,31,25,China,ENT-203,443887
3899310000999938993,87,168,Delivered,2021-08-11,Healthcare,Abdul,26,24,Germany,HC-555,444119
2165510000999921655,47,218,Not Shipped,2021-12-12,Fashion,John,28,16,Italy,F-630,445442
3344510000999933445,40,243,Not Shipped,2021-10-29,Healthcare,Jacob,33,17,Italy,HC-555,444998
2748110000999927481,50,199,Shipped,2021-08-08,Home,Emma,27,19,Singapore,H-555,444116
1074410000999910744,50,121,Delivered,2021-07-31,Office,Sofia,32,23,Singapore,O-203,444008
1845110000999918451,91,183,Delivered,2021-10-10,Office,Anthony,32,20,UK,O-203,444779
1434010000999914340,70,201,Delivered,2021-09-13,Healthcare,Emma,35,25,Italy,HC-101,444552
2967710000999929677,49,234,Not Shipped,2021-11-01,Healthcare,John,31,21,Italy,HC-203,445001
4792210000999947922,36,240,Not Shipped,2021-10-24,Fashion,John,31,23,Kenya,F-203,444993
2623310000999926233,2,107,Not Shipped,2021-10-04,Healthcare,Jacob,27,10,USA,HC-188,444773
4544510000999945445,36,236,Shipped,2021-07-28,Fashion,Abdul,25,14,Italy,F-101,444005
3151610000999931516,90,163,Shipped,2021-11-02,Healthcare,Sofia,31,22,Singapore,HC-630,445002
3938910000999939389,29,229,Not Shipped,2021-07-10,Office,Emma,29,13,Singapore,O-101,443887
1437010000999914370,65,213,Delivered,2021-10-29,Fashion,Jacob,22,17,Kenya,F-630,444998
2414210000999924142,65,158,Not Shipped,2021-10-24,Home,Kristen,22,17,Kenya,H-101,444993
3815410000999938154,52,203,Shipped,2021-09-02,Entertainment,Kristen,33,10,Germany,ENT-630,444441
2009210000999920092,48,201,Delivered,2021-07-15,Office,Maria,30,10,Kenya,O-188,443992
3405610000999934056,50,124,Delivered,2021-11-28,Office,Abdul,30,23,UK,O-901,445228
3728710000999937287,25,112,Not Delivered,2021-07-12,Home,Maria,34,21,India,H-203,443889
4765310000999947653,59,186,Not Delivered,2021-12-30,,Kristen,28,15,USA,HC-101,445660
3186210000999931862,78,215,Shipped,2021-11-25,Entertainment,Sofia,29,19,India,ENT-630,445225
2746910000999927469,20,135,Delivered,2021-11-27,Office,Stella,27,12,China,O-203,445227
5011710000999950117,23,218,Not Delivered,2021-08-11,Office,Abdul,23,25,China,O-101,444119
1728110000999917281,9,235,Shipped,2021-12-08,Office,John,35,23,India,O-901,445338
3966410000999939664,99,154,Shipped,2021-07-03,Entertainment,Jacob,21,17,India,ENT-630,443880
4514410000999945144,21,114,Not Delivered,2021-10-04,Healthcare,Abdul,20,12,Kenya,HC-101,444773
2312510000999923125,37,195,Delivered,2021-10-04,Office,Kristen,26,11,Kenya,O-101,444773
4309810000999943098,41,100,Shipped,2021-07-11,Home,Maria,26,22,Singapore,H-188,443888
4994410000999949944,75,160,Not Delivered,2021-12-09,Home,Abdul,20,17,USA,H-630,445339
2344710000999923447,27,137,Shipped,2021-10-12,Office,Anthony,27,21,Italy,O-555,444881
3260010000999932600,64,155,Not Shipped,2021-09-20,Home,Anthony,25,21,Italy,H-188,444559
2660310000999926603,99,121,Delivered,2021-10-25,Home,Emma,31,12,USA,H-101,444994
3428710000999934287,70,121,Not Delivered,2021-07-07,Fashion,John,28,13,UK,F-901,443884
4960710000999949607,6,101,Shipped,2021-10-12,Healthcare,Emma,31,18,Singapore,HC-630,444881
1658210000999916582,16,111,Not Delivered,2021-08-14,Home,Anthony,34,11,Singapore,H-555,444222
2646910000999926469,86,132,Delivered,2021-09-16,Healthcare,John,21,21,UK,HC-630,444555
2727710000999927277,34,195,Delivered,2021-12-18,Fashion,Anthony,26,13,Singapore,F-101,445448
3121310000999931213,84,218,Delivered,2021-10-07,Fashion,Abdul,33,22,Italy,F-188,444776
3943310000999939433,58,101,Shipped,2021-09-18,Entertainment,Maria,35,14,USA,ENT-188,444557
1147210000999911472,89,140,Not Delivered,2021-07-15,Fashion,Stella,23,15,China,F-901,443992
2394410000999923944,35,149,Not Delivered,2021-10-10,Healthcare,Maria,28,18,Singapore,HC-203,444779
2233210000999922332,37,104,Delivered,2021-08-27,Entertainment,John,30,12,USA,ENT-203,444335
4082210000999940822,38,199,Not Shipped,2021-10-12,Healthcare,Pablo,26,22,USA,HC-630,444881
3385710000999933857,55,125,Not Shipped,2021-07-08,Entertainment,Emma,29,15,China,ENT-188,443885
2725310000999927253,29,130,Not Shipped,2021-10-26,Home,John,25,22,Germany,H-901,444995
1909210000999919092,19,159,Not Shipped,2021-10-07,Entertainment,Abdul,25,18,UK,ENT-555,444776
4541710000999945417,21,124,Shipped,2021-11-21,Office,Abdul,24,14,China,O-555,445221
1570110000999915701,18,174,Not Delivered,2021-09-14,Office,Kristen,32,12,Singapore,O-901,444553
3102310000999931023,29,163,Not Shipped,2021-12-21,Home,Anthony,26,13,Italy,H-630,445551
4707110000999947071,34,167,Not Delivered,2021-07-31,Home,Anthony,21,23,Germany,H-555,444008
1044110000999910441,98,192,Shipped,2021-09-02,Office,John,21,10,China,O-203,444441
1850310000999918503,5,168,Delivered,2021-09-02,Office,Maria,28,12,USA,O-101,444441
3211410000999932114,16,235,Not Shipped,2021-09-20,Fashion,Sofia,33,22,Germany,F-101,444559
2643210000999926432,78,200,Delivered,2021-07-16,Fashion,Anthony,23,20,Singapore,F-555,443993
1923610000999919236,3,147,Delivered,2021-12-24,Office,Anthony,20,21,Italy,O-203,445554
2930810000999929308,3,190,Not Shipped,2021-10-11,Office,Pablo,21,20,China,O-555,444880
3027610000999930276,3,151,Shipped,2021-08-14,Entertainment,Jacob,24,13,India,ENT-203,444222
1730710000999917307,76,185,Delivered,2021-12-30,Entertainment,Sofia,25,12,Kenya,ENT-555,445660
2064610000999920646,62,235,Shipped,2021-11-21,Office,Stella,22,21,Kenya,O-555,445221
2020510000999920205,91,162,Not Shipped,2021-10-04,Healthcare,Abdul,30,17,China,HC-188,444773
4696910000999946969,10,181,Shipped,2021-12-05,Entertainment,John,27,22,Germany,ENT-101,445335
3512610000999935126,87,102,Not Delivered,2021-07-07,Fashion,Maria,22,10,Kenya,F-555,443884
2768610000999927686,100,241,Not Shipped,2021-12-18,Office,Kristen,29,12,UK,O-555,445448
2440410000999924404,36,225,Delivered,2021-10-03,Healthcare,Anthony,34,25,Italy,HC-901,444772
1591810000999915918,12,155,Not Delivered,2021-11-24,Office,Pablo,33,17,UK,O-901,445224
1864710000999918647,3,130,Shipped,2021-10-20,Healthcare,John,28,18,India,HC-203,444889
4751910000999947519,38,218,Shipped,2021-07-07,Office,John,20,19,China,O-555,443884
3506710000999935067,88,153,Shipped,2021-09-19,Home,Kristen,28,14,Singapore,H-630,444558
1686510000999916865,35,164,Not Delivered,2021-10-01,Office,Jacob,21,21,India,O-901,444770
3481210000999934812,96,211,Delivered,2021-10-25,Healthcare,Kristen,32,12,Singapore,HC-188,444994
2279110000999922791,18,147,Not Delivered,2021-07-06,Office,Stella,28,13,Italy,O-555,443883
4204810000999942048,21,125,Not Delivered,2021-07-04,Entertainment,Jacob,27,19,UK,ENT-188,443881
1446810000999914468,45,171,Not Shipped,2021-07-16,Entertainment,Maria,30,22,China,ENT-630,443993
4974710000999949747,96,215,Not Delivered,2021-10-29,Office,Sofia,25,12,China,O-101,444998
3004010000999930040,9,113,Not Shipped,2021-08-08,Office,Maria,30,17,Singapore,O-630,444116
3667210000999936672,2,184,Shipped,2021-12-06,Entertainment,Anthony,28,22,USA,ENT-630,445336
3765610000999937656,29,161,Delivered,2021-08-26,Fashion,Sofia,30,22,UK,F-101,444334
1381510000999913815,87,123,Shipped,2021-10-17,Fashion,Pablo,20,16,Kenya,F-203,444886
4322110000999943221,76,157,Not Shipped,2021-07-04,Home,Emma,29,19,USA,H-101,443881
3281510000999932815,57,217,Not Delivered,2021-11-07,Fashion,John,24,22,Kenya,F-901,445007
1059610000999910596,24,134,Delivered,2021-09-07,Healthcare,Maria,23,12,China,HC-555,444446
1445810000999914458,91,226,Not Shipped,2021-12-26,Home,Kristen,21,25,India,H-203,445556
1057210000999910572,53,117,Not Delivered,2021-10-03,Fashion,John,27,13,Singapore,F-555,444772
1577810000999915778,82,126,Not Shipped,2021-12-13,Home,John,32,17,Kenya,H-555,445443
1609910000999916099,14,154,Not Delivered,2021-12-08,Fashion,Anthony,26,15,India,F-901,445338
1702610000999917026,10,126,Not Delivered,2021-12-08,Home,John,30,17,UK,H-630,445338
3297210000999932972,91,210,Not Delivered,2021-07-05,Office,Pablo,25,16,India,O-203,443882
3956810000999939568,99,109,Delivered,2021-08-26,Fashion,Abdul,35,23,Kenya,F-101,444334
5031310000999950313,79,180,Delivered,2021-07-12,Healthcare,Anthony,29,14,USA,HC-901,443889
2449110000999924491,82,162,Not Shipped,2021-07-07,Healthcare,Abdul,31,10,Kenya,HC-630,443884
3990410000999939904,43,148,Shipped,2021-07-11,Home,Jacob,24,10,USA,H-630,443888
2852010000999928520,34,108,Shipped,2021-11-27,Fashion,Abdul,23,21,Germany,F-555,445227
3160010000999931600,69,118,Not Shipped,2021-09-30,Healthcare,John,27,12,Germany,HC-901,444669
5042510000999950425,53,217,Shipped,2021-11-02,Entertainment,Kristen,25,19,India,ENT-901,445002
4339010000999943390,42,128,Shipped,2021-12-02,Healthcare,Jacob,30,12,Singapore,HC-188,445332
3339410000999933394,58,174,Not Delivered,2021-11-13,Healthcare,Maria,27,22,India,HC-203,445113
1792310000999917923,30,181,Shipped,2021-09-27,Entertainment,John,28,15,China,ENT-101,444666
3743810000999937438,30,113,Delivered,2021-09-19,Fashion,Maria,20,24,USA,F-555,444558
2720110000999927201,94,170,Shipped,2021-10-12,Entertainment,Stella,32,18,China,ENT-901,444881
1879510000999918795,67,217,Delivered,2021-09-02,Home,Stella,22,17,India,H-901,444441
2906610000999929066,72,243,Not Delivered,2021-12-10,Healthcare,Anthony,35,25,USA,HC-203,445440
2351310000999923513,33,118,Not Shipped,2021-07-12,Entertainment,Jacob,23,21,India,ENT-101,443889
3965510000999939655,92,147,Not Shipped,2021-09-02,Healthcare,Kristen,21,14,Singapore,HC-901,444441
4157510000999941575,89,199,Not Delivered,2021-10-01,Fashion,Emma,32,18,USA,F-630,444770
4329010000999943290,26,175,Not Delivered,2021-07-16,Fashion,John,27,17,UK,F-101,443993
2647110000999926471,42,152,Not Shipped,2021-12-02,Office,Pablo,20,19,Germany,O-901,445332
4133310000999941333,98,170,Shipped,2021-10-13,Home,Pablo,34,16,Germany,H-901,444882
2598710000999925987,47,115,Not Delivered,2021-10-04,Office,Sofia,28,19,China,O-203,444773
2215210000999922152,76,174,Not Shipped,2021-08-24,Entertainment,Sofia,28,17,USA,ENT-188,444332
2591010000999925910,80,233,Not Delivered,2021-10-29,Entertainment,Abdul,20,10,Singapore,ENT-555,444998
3175510000999931755,31,171,Not Delivered,2021-12-02,Entertainment,Kristen,29,10,India,ENT-901,445332
1077110000999910771,84,187,Not Delivered,2021-08-28,Home,Abdul,35,19,Italy,H-630,444336
4983710000999949837,62,182,Not Shipped,2021-11-25,Fashion,Sofia,24,21,Kenya,F-101,445225
3717810000999937178,89,164,Delivered,2021-11-20,Entertainment,Emma,33,12,Kenya,ENT-101,445220
4398510000999943985,39,250,Delivered,2021-10-29,Home,Pablo,34,11,UK,H-188,444998
4672310000999946723,9,163,Not Shipped,2021-11-16,Entertainment,John,26,21,Singapore,ENT-901,445116
4140910000999941409,28,227,Not Shipped,2021-09-06,Entertainment,Stella,27,10,USA,ENT-555,444445
3044810000999930448,39,182,Not Shipped,2021-12-18,Home,Maria,28,21,Kenya,H-101,445448
4893310000999948933,70,183,Delivered,2021-10-25,Home,Sofia,31,24,USA,H-901,444994
4883710000999948837,63,213,Not Shipped,2021-07-22,Entertainment,Anthony,28,15,Italy,ENT-630,443999
1828810000999918288,74,231,Not Delivered,2021-10-26,Home,Abdul,22,20,USA,H-101,444995
4599610000999945996,74,186,Not Shipped,2021-07-30,Office,Maria,29,12,India,O-101,444007
4637910000999946379,31,240,Not Delivered,2021-11-23,Home,Emma,22,20,Kenya,H-901,445223
4503410000999945034,89,218,Delivered,2021-07-16,Healthcare,John,23,15,India,HC-101,443993
4109510000999941095,24,142,Not Shipped,2021-09-20,Fashion,John,31,10,India,F-630,444559
2633910000999926339,47,224,Not Delivered,2021-07-07,Entertainment,Emma,26,22,UK,ENT-555,443884
3946210000999939462,92,146,Delivered,2021-12-29,Home,Maria,28,19,USA,H-630,445559
3635910000999936359,92,123,Not Shipped,2021-07-31,Home,Maria,28,23,Italy,H-101,444008
4208910000999942089,23,195,Shipped,2021-11-28,Home,John,27,25,USA,H-555,445228
4698410000999946984,81,178,Not Delivered,2021-07-11,Healthcare,Stella,34,17,Singapore,HC-630,443888
2928410000999929284,15,147,Not Shipped,2021-12-02,Home,Sofia,33,11,UK,H-188,445332
2696810000999926968,9,152,Delivered,2021-07-14,Healthcare,John,23,14,Kenya,HC-101,443991
3187610000999931876,93,193,Not Delivered,2021-09-07,Home,Kristen,21,14,USA,H-630,444446
4575110000999945751,74,182,Not Delivered,2021-08-26,Fashion,Emma,23,19,USA,F-630,444334
3561110000999935611,55,184,Not Shipped,2021-09-12,Fashion,Sofia,31,17,UK,F-630,444551
4087610000999940876,15,217,Shipped,2021-10-03,Healthcare,Sofia,30,17,China,HC-188,444772
1810410000999918104,46,121,Not Shipped,2021-07-30,Office,Anthony,20,23,China,O-630,444007
2418410000999924184,26,193,Not Shipped,2021-10-20,Office,Sofia,29,24,UK,O-630,444889
3402610000999934026,65,182,Delivered,2021-11-07,Office,John,20,21,Kenya,O-555,445007
3932710000999939327,89,102,Not Shipped,2021-11-23,Office,Jacob,21,15,USA,O-203,445223
1221610000999912216,77,245,Not Shipped,2021-12-12,Healthcare,Stella,24,13,Kenya,HC-630,445442
3286010000999932860,66,140,Delivered,2021-12-18,Healthcare,Maria,22,17,Singapore,HC-203,445448
2870210000999928702,80,170,Shipped,2021-07-29,Healthcare,Emma,32,17,USA,HC-630,444006
2276610000999922766,37,212,Delivered,2021-12-18,Fashion,Pablo,28,10,Kenya,F-901,445448
2505910000999925059,30,188,Shipped,2021-09-27,Healthcare,Maria,27,24,Italy,HC-630,444666
3781910000999937819,93,173,Not Shipped,2021-10-17,Fashion,Stella,20,10,UK,F-630,444886
4330910000999943309,35,141,Shipped,2021-10-12,Healthcare,Jacob,35,20,Italy,HC-101,444881
1193110000999911931,57,115,Shipped,2021-10-26,Home,Emma,22,23,UK,H-555,444995
1223710000999912237,14,229,Not Shipped,2021-11-13,,Abdul,34,11,UK,F-203,445113
4094010000999940940,71,131,Not Delivered,2021-08-27,Healthcare,John,22,14,Singapore,HC-901,444335
4447510000999944475,39,213,Shipped,2021-10-06,Healthcare,Maria,28,25,Singapore,HC-901,444775
2775810000999927758,4,236,Delivered,2021-07-30,Fashion,Pablo,24,18,Italy,F-901,444007
1628710000999916287,98,234,Not Shipped,2021-07-28,Fashion,John,29,20,China,F-203,444005
1813310000999918133,94,165,Delivered,2021-11-16,Entertainment,Anthony,26,18,UK,ENT-203,445116
2536410000999925364,71,240,Not Delivered,2021-08-24,Fashion,Sofia,28,12,India,F-101,444332
2523810000999925238,72,150,Shipped,2021-09-20,Entertainment,Sofia,31,14,Italy,ENT-203,444559
4050610000999940506,41,225,Shipped,2021-10-10,Healthcare,Abdul,34,14,China,HC-101,444779
3372710000999933727,60,207,Not Delivered,2021-10-14,Healthcare,John,20,16,Italy,HC-630,444883
3881510000999938815,27,113,Not Shipped,2021-09-10,Home,Emma,22,24,India,H-901,444449
